commit_hash	fecha_iso	fecha_timestamp	acceptance_tests_modificados	unit_tests_modificados	codigo_modificados	otro_modificados
70f9d48eebe8882778dbc5e6e7a53f354476916b	"2009-11-10 20:02:21 -0700"	1257908541	0	0	4	2
cf266c9adc3a2f9766334d3f3885b988230acb7e	"2009-11-10 20:12:34 -0700"	1257909154	0	0	0	0
c6092a0c131b1c9ef85f960257bd769a4cbfcce1	"2009-11-20 17:14:49 -0700"	1258762489	0	3	5	2
3e37de321dd49967a82bc95ef90e66af2f80fff3	"2009-11-20 17:19:26 -0700"	1258762766	0	0	0	0
e80aab879769573bcbd47f994acf297eeb1dfab6	"2009-11-24 20:46:30 -0700"	1259120790	0	1	2	2
04d039e1d03e014a140bd1c33fd7ccbad1a839a0	"2009-11-24 21:00:08 -0700"	1259121608	0	0	0	0
f40f161ca2af1adb574d0b0241737f4dca00623f	"2009-11-25 06:16:32 -0600"	1259151392	0	0	0	3
3918f44c091a44a6d9e56faa58d7c07808fca419	"2009-11-25 09:20:06 -0600"	1259162406	0	0	0	1
9a2ae2b63ad1632698647796bb86914e0c60e2a2	"2009-11-25 13:05:31 -0600"	1259175931	0	0	5	5
d4bddc25e2b820ed2e7279a90698e31384798ad3	"2009-11-30 22:51:47 +0200"	1259614307	0	0	0	1
eb67bb5ccc8007d2d714a483e49fb44d668f6a2e	"2009-11-30 23:42:29 +0100"	1259620949	0	0	2	3
f41dce960af200232cd975293c66bd58f067047b	"2009-11-30 23:45:43 +0100"	1259621143	0	0	0	0
c6b04447a8b1ab7d52008250cdc7abefc37d684f	"2009-11-30 23:46:14 +0100"	1259621174	0	0	0	0
5d1563b8045cb79e3a774b1b0574c344e4b20455	"2009-12-01 00:20:27 +0100"	1259623227	0	0	1	3
e7386cc5c639e6ff7ad1a1bc61694b1a01bf1b3e	"2009-12-01 00:21:17 +0100"	1259623277	0	0	0	0
3afb7985fd738dbe354a80d7449bbfb02e09b815	"2009-12-01 09:24:44 -0600"	1259681084	0	0	0	1
cd2e200afeca997af2faf76e3b005c8e6c07dcb4	"2009-12-01 09:25:06 -0600"	1259681106	0	0	0	0
b19d6711776ca5a14547c242b7ec3108ba5563b2	"2009-12-01 09:34:34 -0600"	1259681674	0	0	0	0
a6b93af5734e0a312a29c63fda5f023b57f5419f	"2009-12-03 00:01:37 +0100"	1259794897	0	0	3	3
6b7d131723f7d1404064e48dc5988c5f7db8d5cf	"2009-12-04 16:56:52 -0700"	1259971012	0	0	0	1
84307c29aa9ba880829fccf6e75987faeed98e16	"2009-12-04 17:05:01 -0700"	1259971501	0	0	0	1
2d22e4afe08a6413bafc970dfbce7c2f87bbdbf3	"2009-12-04 17:06:34 -0700"	1259971594	0	0	0	0
fe1360a8cab830c95b084e948638c2c5d1fc1f42	"2009-12-05 16:07:06 +0100"	1260025626	0	0	1	1
902e072ce3aba3633bb118be11503126495afc02	"2009-12-06 16:15:22 +0100"	1260112522	0	0	2	4
4efb122e96dc6594f2f582b1b90a2bd00844593a	"2009-12-06 17:34:20 -0600"	1260142460	0	0	0	0
d1f890e7872d938cff11898645018385b0405f3e	"2009-12-07 01:25:38 +0100"	1260145538	0	1	1	0
e8d83c2617a4b0a1db2d1e23359c0175a9f0f1e7	"2009-12-06 18:30:14 -0600"	1260145814	0	0	0	1
acb02e70c427ead4e7050dd7e93c94061c9c5416	"2009-12-06 18:42:56 -0600"	1260146576	0	0	0	3
ed490029cfe1c0361c5446b2c43d8ee5ed68272f	"2009-12-07 10:34:33 +0100"	1260178473	0	0	1	1
06b355cdf64dffae9d18e7fce87b09380a51050f	"2009-12-07 10:35:29 +0100"	1260178529	0	0	0	0
bd0ecb427b72d99886ae74d50443ce67f57ef7a9	"2009-12-07 15:05:13 +0100"	1260194713	0	0	0	1
3a93a2a94a77a31038d136b86935782ddd809367	"2009-12-07 11:20:01 -0600"	1260206401	1	0	1	4
d8ed632712af0b1f0b49454b07652557b4dee2e4	"2009-12-08 12:13:08 -0600"	1260295988	0	8	15	8
8883ae6c6ceb8b883190e207702d8a97c36a4561	"2009-12-08 20:19:45 -0600"	1260325185	0	3	3	4
5f5b541c20b5784dbbc3cdb03416b02cd8c65f34	"2009-12-09 14:29:06 +0100"	1260365346	0	3	3	2
332d12f14125d9a152b8890f78e3a5d30e5b204f	"2009-12-09 08:11:47 -0600"	1260367907	0	0	2	4
c7bc3ef4c71a933bf0620b430c67ba415407746c	"2009-12-09 09:16:21 -0500"	1260368181	0	3	2	1
451cdd3a560c21ebb8db9fd19c0915bef2d0a749	"2009-12-09 08:42:34 -0600"	1260369754	0	0	0	0
f7dd4fd6c98c167c17ce1114f446394668ee6f67	"2009-12-09 08:42:51 -0600"	1260369771	0	0	0	0
e0db8c32af237ecdb232d987eb440d48a74d07aa	"2009-12-09 16:46:16 +0100"	1260373576	0	0	0	0
2e93f378120707fe0ef8ef45fb52f2bb3142381a	"2009-12-09 10:56:51 -0600"	1260377811	0	0	0	1
b6a06e33a2ef50f80d7c681483bd8654388b03d8	"2009-12-09 11:10:12 -0600"	1260378612	0	0	0	0
c38ce5e11b00e354c744f4a85103906a97e69419	"2009-12-09 21:21:50 +0100"	1260390110	0	3	1	0
92ba3487d8e00fbc0de79588564a42af25f1583f	"2009-12-09 21:24:16 +0100"	1260390256	0	0	0	0
b297e59734eb2dec62b129fe237ae47e6ba0c5fc	"2009-12-09 21:24:34 +0100"	1260390274	0	0	0	0
0640cbddb28b141fb2eeb6a57d57013d08534963	"2009-12-09 23:10:57 +0100"	1260396657	0	2	2	0
20b75c383ac3ce8b106657c94588e824dbd8d06a	"2009-12-12 23:41:04 +0100"	1260657664	0	2	4	2
728e1c5e5a1849ea1a3fed540403480de4a89be1	"2009-12-13 01:17:06 +0100"	1260663426	1	0	1	12
95b0c003c083e839b853d6941fbdb85fa04d3dd2	"2009-12-13 12:59:42 -0600"	1260730782	1	0	0	2
d7703d8a5a20048c193c53b458de04e7caa2a3e1	"2009-12-13 13:22:32 -0600"	1260732152	0	0	0	0
6abaefb621a00cc6745310cc0db6022d864c9c9e	"2009-12-14 08:22:04 -0600"	1260800524	1	0	0	1
a2032188bb030a9d5db9e371af6b307098deb28b	"2009-12-15 00:22:27 -0600"	1260858147	3	2	5	6
d2a3943b5b15d3f3309d9ee36e82d4cc414b365f	"2009-12-15 11:02:12 -0600"	1260896532	1	0	0	4
803820c67c7cd03dd2050bf381ce738f24a7430f	"2009-12-15 23:06:30 -0500"	1260936390	1	0	1	0
5f81513173a27d0750f658c6630fbcbd7119a913	"2009-12-15 22:27:22 -0600"	1260937642	0	0	0	0
b32457848c4680ae1567c734e400558748ab85ed	"2009-12-16 20:50:14 -0600"	1261018214	0	1	2	6
f0fa61a729fb45aa35722a374152044cdf34a33f	"2009-12-20 05:08:10 +0000"	1261285690	0	0	3	0
257786e35a98890f95709cacc8d01354d4b578b9	"2009-12-20 09:55:32 +0100"	1261299332	0	0	0	1
4f9965c530d48fe78f809ab6289457977a91960f	"2009-12-20 10:10:26 +0100"	1261300226	0	0	1	0
13ae3e6b6b39f76bae3465f9510950fd1fe10d1e	"2009-12-20 12:22:52 -0600"	1261333372	0	1	2	5
a42eb8c16e11325fbcf6e0dd3da961412cf3d151	"2009-12-21 10:10:01 +0100"	1261386601	0	5	6	2
a8673ecc938324a9f661daeff72be96416f2edfa	"2009-12-21 10:22:05 +0100"	1261387325	0	0	0	2
5acb9aee08019622e5010ab54142e6c0922a5c1b	"2009-12-21 10:28:37 +0100"	1261387717	0	0	0	0
cc9f406fb787f59d0f93af3ceb5b3caa0c605cb0	"2009-12-21 05:59:53 -0600"	1261396793	0	0	0	3
9d443b31934a9076c6fc56dca786038b3e7be9ad	"2009-12-21 06:06:37 -0600"	1261397197	0	0	0	0
8e2480bc6f6c5c633a56f0233476f8d13ee099dc	"2009-12-21 15:59:51 +0000"	1261411191	0	0	0	0
7933071b4218dcd42e481f3a6e7b05d64d0a88f0	"2009-12-21 16:01:52 +0000"	1261411312	0	1	2	0
d213dba02a7a57a6dc78ff44a9048d607ad31f8c	"2009-12-21 20:24:49 +0000"	1261427089	0	0	2	0
ff2e73f943977145991d8dcec000ce3e9fe7dfd1	"2009-12-21 23:49:36 +0100"	1261435776	0	1	2	1
f9825cc768020a258619ac523096b5401ea69402	"2009-12-22 00:10:57 +0000"	1261440657	0	1	2	1
3a450b40582126e52cda6210ea4b1e8f5c0eb1fa	"2009-12-22 07:34:44 +0000"	1261467284	0	0	1	0
3795887cefa7c1d80f0036a25562c68ee8bad961	"2009-12-22 08:02:47 +0000"	1261468967	0	2	3	0
80be1f6be947242f6983f5b7b5e122f0315b6c21	"2009-12-22 06:39:10 -0600"	1261485550	0	0	0	0
9853d2b70df64140dbe581c349a90134841e9293	"2009-12-22 12:01:08 -0600"	1261504868	0	0	1	3
c5b7b46a717d3626dbe8100f77d59140ca1628ad	"2009-12-22 14:47:23 -0600"	1261514843	0	0	2	0
caa02e7e5bb24410d4f0e146da36d68eac0591e8	"2009-12-27 19:03:19 +0000"	1261940599	0	1	0	0
8faf17657ca6b69062e11d18e01e553914e06fa6	"2009-12-27 13:13:24 -0600"	1261941204	0	0	0	4
70073ee7ee8e749484ca4ff0476804b9757ebb76	"2009-12-27 23:24:33 +0000"	1261956273	0	0	0	0
76786d8d71db5715aed8bd7eb19a5e05e1d61fac	"2009-12-27 18:13:14 -0600"	1261959194	0	0	0	0
b4cdcedc200a82bcf4748a50574ddb0bd8055dfe	"2009-12-27 18:20:20 -0600"	1261959620	0	0	1	3
ce0d07ed47ac9846518fa2bd032b8e214ee6673c	"2009-12-28 17:50:49 +0000"	1262022649	0	0	0	3
b54dd11e6f714fae62be8722237129c5a343d2c6	"2009-12-28 12:21:58 -0600"	1262024518	0	0	0	0
effe6cecc2fedeeed4afb4ed35749b50508d75bf	"2009-12-28 12:32:10 -0600"	1262025130	0	0	1	3
35e7621b2398a17f503d77e0d17db96f20da2511	"2010-01-01 12:21:06 -0600"	1262370066	3	0	2	6
9b28f0498e076713c3f14df5c67d46857bcc8476	"2010-01-01 15:02:43 -0600"	1262379763	1	0	0	1
c1f8a56ebfee8a8df1ccbb5600570d2dabb9158b	"2010-01-03 12:24:57 -0500"	1262539497	0	1	4	2
f4363fdeb2c387ec1b74cc31c5cf1ab32d80af5e	"2010-01-03 13:16:47 -0500"	1262542607	0	0	0	1
82f4738d145649b8e9169af1b99364d32d2f1ba2	"2010-01-03 15:29:35 -0600"	1262554175	0	2	4	1
