ninguno	codigo	ut	at	ut_codigo	at_codigo	at_ut	at_ut_codigo	tag
0.4492753623188406	0.2204655248133509	0.03732981993851559	0.021080368906455864	0.22266139657444006	0.01668862538427756	0.0004391743522178305	0.032059727711901624	20130530
