commit_hash	fecha_iso	fecha_timestamp	acceptance_tests_modificados	unit_tests_modificados	codigo_modificados	otro_modificados
f0867de661199dcf5c760a900d3717ca6fa15823	"2010-03-17 09:17:04 +0100"	1268813824	0	0	0	0
b4a0b093728b5f4793017142d2b7f700ad1eeaff	"2010-03-17 20:20:00 -0600"	1268878800	0	0	0	0
fee10642ed857dfe47c1c6d7b9152eed5301cd98	"2010-03-18 14:42:51 -0600"	1268944971	0	2	1	1
5dc382fd2685a3e6fdb8effe9832baf735700758	"2010-03-18 19:44:45 -0600"	1268963085	0	0	2	0
daf0e6b8111c5ca4658e1f537c01cf988ce5dd33	"2010-03-18 23:09:44 -0600"	1268975384	0	0	18	0
afe8bb493521123f3ae40c35941ea05a9f9be879	"2010-03-19 15:52:47 -0600"	1269035567	0	10	12	0
b9f3b7b87f00fca3352be10b3370f36d87659f96	"2010-03-19 21:38:19 -0600"	1269056299	0	1	17	0
13fe25d7977694e12085e20fcac4ae866989177f	"2010-03-21 18:14:27 +0100"	1269191667	0	0	0	0
44e0fe6cf635935b47c97e6e1ae4d032afd9c596	"2010-03-21 19:00:34 -0600"	1269219634	0	10	9	0
0bedcae90600620a7840117c34626ce709f6345e	"2010-03-23 13:06:05 -0600"	1269371165	0	8	14	0
e50206959703bb594277473a9663ba3266b25d73	"2010-03-23 18:56:58 -0600"	1269392218	0	5	12	0
30090d419525246bec6ca7c6aef3d02384ec3b22	"2010-03-24 15:20:43 -0600"	1269465643	0	3	13	0
55de794858265a8ae59c9f88c34ce5a87706e365	"2010-03-24 21:20:09 -0600"	1269487209	0	5	7	0
6e4e1d2bb1793976b8dcfc7d9a6602b1eefc3742	"2010-03-31 19:36:08 -0600"	1270085768	0	12	19	0
02919eb3e4819430e1ff1f9e24e03a05cff4b1c7	"2010-04-01 22:35:50 -0600"	1270182950	0	4	22	0
5cc3c14e6dc9d5c88f7d8509a4994d1cfbfe4df2	"2010-04-02 16:38:57 -0600"	1270247937	0	1	5	0
3854f30c32851c34fb8a04d28e21ca9aaa39e46a	"2010-04-03 16:24:37 -0600"	1270333477	0	5	5	0
ec0e3f2b6fc14fbf8bb25caa15842b720e6437f1	"2010-04-03 23:08:21 -0600"	1270357701	0	3	9	0
86a754e6f6c1dbdf61a602291ae02e002f68f3db	"2010-04-05 12:30:18 -0600"	1270492218	0	3	9	0
a385b797f3e5a07f5cfe25b0cb63c1b84a33cc5c	"2010-04-05 23:32:59 -0600"	1270531979	0	7	12	0
21d2d35c65488e5682ea92ef0447147269bc5137	"2010-04-06 20:59:32 -0600"	1270609172	0	8	19	0
7c6c444418b44fb10cb81b9f250c53f0cf644713	"2010-04-07 16:32:36 -0600"	1270679556	0	4	23	0
f79e451b0533b7ea138ea8fcf1b18ec19470438e	"2010-04-07 22:24:03 -0600"	1270700643	0	3	7	0
1417cb1fdef384c251dd6e67b666d84f17ae2ad9	"2010-04-08 17:34:18 -0600"	1270769658	0	2	4	0
2d36387555634f9cc6d6943db22f7119b2c6a337	"2010-04-09 01:08:57 -0600"	1270796937	1	3	2	1
33bf0765ce487c95c90a100f5a616a89c9aff48c	"2010-04-09 01:10:31 -0600"	1270797031	0	0	0	0
bb6d1a9b336c11e29eacf09e39266c4c8f380c08	"2010-04-09 14:05:58 -0600"	1270843558	0	4	16	0
9ea2d2fb18875e953c524b29f61e3008a83584b3	"2010-04-09 18:34:05 -0600"	1270859645	0	9	8	0
c47692f62655876ae1916870bc62f4a25cac84e1	"2010-04-09 21:18:29 -0600"	1270869509	0	1	2	0
57e62a6c1e5194e16cba2edf48f59d0a83ce24ca	"2010-04-10 12:23:20 -0600"	1270923800	0	1	4	0
65532e679a9f744cf6b7dcf585e7d61ba5c2ac2a	"2010-04-10 20:36:52 -0600"	1270953412	0	5	8	0
