commit_hash	fecha_iso	fecha_timestamp	acceptance_tests_modificados	unit_tests_modificados	codigo_modificados	otro_modificados
fc4c2d38ec754d69c4064f9b438a8e77d57ae3fd	"2009-05-15 15:11:55 -0500"	1242418315	0	0	2	3
151fd372a3fb91979b88252978b33dcd9e00cb6b	"2009-05-18 15:02:27 +1200"	1242615747	1	2	3	5
7cdd83c93ad3a59cd7eb882ebd7f6a54c94c34ea	"2009-05-18 15:25:11 +1200"	1242617111	0	0	0	0
f8cadf532adb5a403c73bbcd6a85871001655b7e	"2009-05-18 15:25:27 +1200"	1242617127	0	0	0	0
3a52b770ffde2f2e578c03a937e6280905b6accf	"2009-05-18 11:47:13 -0500"	1242665233	0	1	2	2
3b27a267e172be59983987bf40629b17367c0832	"2009-05-19 14:54:31 -0500"	1242762871	1	0	1	4
189a0e7f1bf0be7109ed2ec41fea895f6e562179	"2009-05-19 15:00:32 -0500"	1242763232	0	0	0	1
e76ed40756e183f49a458025314de6a660f88df8	"2009-05-19 15:06:36 -0500"	1242763596	0	0	0	0
00b51299bf884b78b27f790343ca4e1b6c02c30d	"2009-05-19 22:16:00 +0200"	1242764160	0	0	0	0
4574522bfd1fc6a08dac236630698baf66df3561	"2009-05-19 22:16:37 +0200"	1242764197	0	0	0	1
956277184852f4568f82f7206af99bb623ef00c2	"2009-05-19 23:22:01 +0200"	1242768121	0	1	0	0
18ee597698e67bbd1da59bd9ed804e8bdb60c831	"2009-05-20 17:44:08 +0200"	1242834248	0	0	0	0
b32af560635648f8f13e9dd87c7426d5970d0ad7	"2009-05-20 16:39:17 -0500"	1242855557	4	2	5	9
0572d5911bcbf21a4ca9785336f552ce48b48c55	"2009-05-20 17:37:02 -0500"	1242859022	0	0	0	1
85e0ac39db5eb107bb09f0dc49c64537c9a9029c	"2009-05-20 17:38:05 -0500"	1242859085	0	0	0	0
b943ac13e0350ca77481653eab32ac0992f1e5f2	"2009-05-21 10:33:04 +0200"	1242894784	0	0	0	0
8979d0bb84a83bbdd393c621379bf2aa29580e20	"2009-05-21 11:38:34 +0200"	1242898714	0	0	1	3
f27d4b35446ede3e40a6ff930c003ad6d771fed8	"2009-05-21 16:01:44 -0500"	1242939704	0	1	4	4
eed0dfa802162ef425fa00fb86f0760276a73506	"2009-05-21 17:39:15 -0500"	1242945555	0	0	1	2
db599cf0e1736364e65301feb47597b4d0862334	"2009-05-21 17:41:45 -0500"	1242945705	0	0	0	0
