commit_hash	fecha_iso	fecha_timestamp	acceptance_tests_modificados	unit_tests_modificados	codigo_modificados	otro_modificados
576239119281af00538d992964e0339bdc5aa202	"2010-02-03 06:24:08 -0700"	1265203448	0	0	1	0
9c0af601988c557f4b5276b01208ffa55966b376	"2010-02-03 06:29:46 -0700"	1265203786	0	1	0	0
f06b0f82e6d00b38e49a3238e6dc9183423d87c2	"2010-03-01 13:01:25 +0100"	1267444885	0	0	0	2
ebaa0d39d1290f99a3f82a350ef58b91a96d15e2	"2010-03-02 11:24:24 +0100"	1267525464	0	0	0	0
9fe3c0abc8dcc2b31d9d4310d0d0f153cbceb6c6	"2010-03-02 06:58:37 -0500"	1267531117	0	1	1	2
347ffaee6cbc5169d675abaca1b385f59a8c41cb	"2010-03-02 22:19:13 +0100"	1267564753	0	0	0	0
c5c01b004c2f728187e5290d78d49fc04eb85af4	"2010-03-03 13:34:14 -0600"	1267644854	0	0	1	3
42e22591cb37e1bf9a941bb374f3c863336cab28	"2010-03-03 22:04:46 +0100"	1267650286	0	0	0	0
bb51a93d66817281745a99fda9f60c545fb5ec54	"2010-03-03 22:16:26 +0100"	1267650986	0	1	0	0
271a113c011beecc3ac628130fe4cb69f23fc900	"2010-03-04 10:17:16 -0600"	1267719436	0	0	0	0
0adc9da8b7d381c7b28b371c939edb2814153242	"2010-03-04 10:17:35 -0600"	1267719455	0	0	0	0
8877df011134b109317f8efb431d1268cf596910	"2010-03-04 11:06:30 -0600"	1267722390	0	0	0	1
304021b578c88139ecb1665fbdbc1690b6bd5d4f	"2010-03-04 11:06:39 -0600"	1267722399	0	0	0	0
98709bc1db1cc6401f5b412c3396b8fbd298ac24	"2010-03-04 11:39:34 -0600"	1267724374	1	0	0	2
a2a5e8b1647c1cf7ab69517799afc1404848457f	"2010-03-07 08:34:57 -0600"	1267972497	0	1	4	7
1b2d200142b64782ca1fbcc0838875d357e1a4cf	"2010-03-08 02:26:08 +0000"	1268015168	0	0	0	0
49fab745d4da663467ca69c9b9b8ee92893f31e9	"2010-03-08 02:31:26 +0000"	1268015486	0	0	0	1
8052dd5f81689aba34704b4ef3be9889ca8f4562	"2010-03-08 19:32:29 -0600"	1268098349	0	0	1	1
b7ebed460dab4ea40d95a34ad3dad6564eb94911	"2010-03-08 19:32:57 -0600"	1268098377	0	0	0	0
8e8e9f49791ddaff01784ca71f8fea90dca045a8	"2010-03-08 19:39:33 -0600"	1268098773	0	0	1	3
49e41e55987f629b6a34ea9dbd64167f100bb35b	"2010-03-09 21:51:50 +0100"	1268167910	0	2	2	0
a6817b8dddc742facde54924ada4cb50b326206d	"2010-03-09 21:59:28 +0100"	1268168368	0	0	0	0
af8268dd62bbf39afaa961e29620c75056afbca9	"2010-03-10 00:11:03 +0100"	1268176263	0	0	0	1
49ab03ed3fb79a414390940d735c7efbb6e91549	"2010-03-10 13:47:04 +0000"	1268228824	0	0	1	3
7f193c8b6be5f265003f16118b77bfebcb961c8d	"2010-03-10 14:56:18 +0000"	1268232978	0	0	1	2
2098dc3dc52bf48aacb8deacc0ba9b4c447ae4b3	"2010-03-11 05:40:20 +0100"	1268282420	0	0	0	1
99e742ec6e7d95c95975a2241cc125a97bd775cb	"2010-03-12 18:55:54 +0100"	1268416554	0	1	2	4
e0696c3dc2eb79512d2c347c651d1765b67fdfa8	"2010-03-12 19:47:11 +0100"	1268419631	0	2	3	2
bcb9ae212911d7226611aafbbc344085ce0cd2d3	"2010-03-15 09:49:07 +0100"	1268642947	0	3	3	0
a06e08c946b628a45f5236d801749f300acba430	"2010-03-16 14:51:15 +0100"	1268747475	0	3	1	5
23be7edbe3a3a1407e18f681bec80c927449bc56	"2010-03-16 21:37:46 +0100"	1268771866	0	0	0	0
792a261c40833142807ef47f8ac79192d2b8e04a	"2010-03-17 01:48:12 +0100"	1268786892	1	0	1	4
d78a35cb814aec08ab42d6044e5a431ae1df2688	"2010-03-17 01:55:56 +0100"	1268787356	0	0	0	1
f3d0e5c9a9f48caa7bffefd81c110353a4e8c17d	"2010-03-19 15:27:31 -0500"	1269030451	0	1	2	3
92786a0836bacd9390c16371626f3f3a1dc7a1dc	"2010-03-20 14:05:25 -0500"	1269111925	0	0	6	4
1a4dd67094eea09451eeaf0f3863cc0ec4cff3d8	"2010-03-20 23:19:08 +0100"	1269123548	1	0	0	3
c8920e589e0a6dd249f082a6c5c25de84b04047e	"2010-03-20 23:33:09 +0100"	1269124389	0	0	0	0
2c80de2e3b542b5827529e8f9b4941da5aa76e8b	"2010-03-20 22:00:14 -0500"	1269140414	0	0	0	0
7be7eaf6605b68683e1dc14e300590c9d2d94e87	"2010-03-20 22:37:01 -0500"	1269142621	0	0	0	0
a12b2eaf03b3dfc930f34f03297a13b36506275d	"2010-03-21 07:57:18 -0500"	1269176238	0	0	0	3
