ninguno	codigo	ut	at	ut_codigo	at_codigo	at_ut	at_ut_codigo	tag
0.4494556765163297	0.1119751166407465	0.04354587869362364	0.08709175738724728	0.16018662519440124	0.04510108864696734	0.004665629860031105	0.09797822706065319	v0.5.390
