commit_hash	fecha_iso	fecha_timestamp	acceptance_tests_modificados	unit_tests_modificados	codigo_modificados	otro_modificados
b804ce93e7eb357ca87179d20b2852436112b757	"2009-08-13 20:28:42 +0200"	1250188122	0	0	0	0
a18e62418284fa7941a33590353b114313bf5fb2	"2009-08-14 23:36:24 +0200"	1250285784	0	0	6	0
8d9e8ca01de7cabb18bb6ad763918319c9262c00	"2009-08-19 21:26:53 +0200"	1250710013	0	4	2	0
acc29281004af7f17797462329649e13bee2de98	"2009-08-19 22:06:47 +0200"	1250712407	0	0	0	0
577acca75cddbab64165ad9c4038c9f0a0f71222	"2009-08-20 13:30:07 -0500"	1250793007	0	0	1	4
8195b9425e8168fe7cea07296df85c54d2c6bb41	"2009-08-20 15:00:16 -0500"	1250798416	3	2	2	6
04d8bd8aac1524e071c9c1e25f598547e1fc7ac1	"2009-08-20 22:24:31 +0200"	1250799871	0	0	0	0
e9d20674b52a4f7e6ce4e23118dd95cc1e37c7f8	"2009-08-27 16:41:56 -0500"	1251409316	0	1	2	2
d4c07deb3ba983fb34cda60054e5fd2c9c2ee274	"2009-08-27 17:58:26 -0500"	1251413906	0	0	1	5
4e01e0c27a68ced927b46c6fbf0617bbd9b555e5	"2009-09-03 21:17:51 +0200"	1252005471	0	0	2	0
68f0375697d515d5f1afaf0b265a80e9af449e20	"2009-09-03 21:23:24 +0200"	1252005804	0	0	0	0
5f0a8109daaabcc41861ec0219d27c5af0ad41f6	"2009-09-04 04:28:45 -0500"	1252056525	0	1	3	2
0d09619fd94ae6ce577e8c565cdfafb0883565d0	"2009-09-07 12:17:56 -0500"	1252343876	0	0	2	5
0e1d3f3f5dd9b5318df66c5f0be43a3647f2feb9	"2009-09-08 05:56:11 -0500"	1252407371	0	0	0	4
445aaa3ff1f8701d172dce6d1ca42a0d29423113	"2009-09-11 11:01:02 -0500"	1252684862	0	1	2	2
3640d8045548a5714740fa793b274a0af6cf003f	"2009-09-11 21:39:27 +0200"	1252697967	0	0	0	0
9f073a782eb8f2097f96a783ec47e2e0e56888d5	"2009-09-12 08:26:33 -0700"	1252769193	1	4	5	0
c5b1a0493d8a0529aecfba7414c660e7da3e4ced	"2009-09-14 10:30:10 -0500"	1252942210	0	0	3	5
54460cfa8bfbb13e99874d1437776a28dcb67c98	"2009-09-14 10:44:24 -0500"	1252943064	0	0	0	0
f6471f8570126616669d3f6800c8ff6809c28df3	"2009-09-18 07:13:41 -0700"	1253283221	0	0	0	0
a9f238bc327cde7bdacb8243cba61c037af38f73	"2009-09-18 10:08:16 -0500"	1253286496	0	0	1	2
198d1b25983a13dd6deccdbe2a885aa553e69fef	"2009-09-22 02:04:56 +0200"	1253577896	0	0	0	2
1f2115b16a1b925acdf3f5ede72423f009e0a0d9	"2009-09-30 07:04:17 -0500"	1254312257	0	3	4	3
5e64fcaeb3bbab02a9b1611ad597b17a9e6fb597	"2009-09-30 08:38:00 -0500"	1254317880	0	0	0	0
212be135fb3ff601a444a4e46a988f368effccd2	"2009-09-30 14:56:05 -0500"	1254340565	0	1	2	3
8db2dd9005b0a842785c16f025f9d3e57ceb1d66	"2009-09-30 15:03:37 -0500"	1254341017	0	0	0	0
ffc1cae8645d8a9f7ad85a6cce9574b0057fe96a	"2009-09-30 20:43:44 -0500"	1254361424	0	1	1	2
b95f11f9ed34556f933e9106d7e09690a10ae11f	"2009-10-01 23:06:57 +0200"	1254431217	0	0	2	2
d113cf94581cf254891ef14825d5035d3f1d0f31	"2009-10-05 14:37:13 -0500"	1254771433	0	0	0	0
7076d0032002620baccfe3dc1b014d39f08f09ad	"2009-10-05 14:45:43 -0500"	1254771943	0	0	1	2
f19c02a5e318ec3d250e9810f169716679fcc995	"2009-10-05 14:49:04 -0500"	1254772144	0	0	0	0
67fac16cfb18b322a3c15bbf64ae894f400b1673	"2009-10-05 21:55:51 +0200"	1254772551	0	1	2	0
c09bdc72fc5cf727a82b599e780e80f56a7d1d5c	"2009-10-06 10:35:26 +0200"	1254818126	0	0	0	0
adb54b4c0a20b473d384d27988fa242135143b3e	"2009-10-06 11:57:31 +0200"	1254823051	0	0	0	1
b6baaa7a2d818b8babd2ee0a689ed4ef743ec45f	"2009-10-06 08:36:39 -0500"	1254836199	0	0	0	1
c3a5d63771a86dec41133329fed81a5c1735f5e6	"2009-10-06 08:36:57 -0500"	1254836217	0	0	0	0
8ee3e3ae75e015a55d9494643d10a5518655db7f	"2009-10-06 08:46:43 -0500"	1254836803	0	0	1	2
df79ae27b302d643fe7caadad45d4eee6057386f	"2009-10-07 02:05:40 +0200"	1254873940	0	0	1	4
5228ccdb986fec9cb1784c527d163cbef831f4d3	"2009-10-07 02:19:01 +0200"	1254874741	0	0	0	0
b325ede7639e81022a52cc39f8e0027ac8ca8212	"2009-10-09 13:53:14 -0500"	1255114394	0	0	0	0
16e64a10f6493032c1444b5701f9558780d44e34	"2009-10-09 18:00:01 -0500"	1255129201	0	0	1	0
5fd8dca3003aa7b973206e3e0d1da86dfdcc6f15	"2009-10-09 18:15:13 -0500"	1255130113	0	1	1	0
b3b2d18fae780c7be0293142bcac6707fe29e2c3	"2009-10-10 07:11:14 -0500"	1255176674	0	2	3	2
d8fa292de2d593ae68f150926e15f4c2effff734	"2009-10-10 11:43:26 -0500"	1255193006	0	0	0	0
84dee1169586e3d19293b86d9fab555177248513	"2009-10-10 12:07:16 -0500"	1255194436	0	1	3	0
5737e8966d3bf6706b66f0ab38c7b4aad4c6f48d	"2009-10-10 22:15:18 +0200"	1255205718	0	0	0	2
3172c5d4d3b90044ba3a60b4845fcc843944f684	"2009-10-10 18:10:03 -0500"	1255216203	0	2	2	1
0e77ece38a2a1eaa81b1bc011a0d356636d2ce64	"2009-10-13 21:58:37 +0200"	1255463917	0	0	0	0
e16765c20d661e9a4df576503bc7fe2ee6677768	"2009-10-13 23:12:39 +0200"	1255468359	0	1	1	0
69b2c088abc5ed29617e5d9d367ba63684f79759	"2009-10-14 00:16:38 +0200"	1255472198	0	0	1	3
4207311c30d7a3e9d641810de6073bfe4e7f6e24	"2009-10-16 09:35:00 +0200"	1255678500	0	0	0	0
04803396a9c9990b91c04ffa40155c8ee4f440c9	"2009-10-17 13:42:58 +0200"	1255779778	0	0	1	3
e2a772efa24084b7fdfa2844d6fd2e6bc2582dfd	"2009-10-17 13:46:08 +0200"	1255779968	0	0	0	1
48f38af493f7d5113a6265af5fa4853bad5a7a1f	"2009-10-17 16:29:47 +0200"	1255789787	0	0	0	0
d3dd0e695ac7c1d41560c643409b1a7c4b17b785	"2009-10-17 16:29:57 +0200"	1255789797	0	0	0	0
d00f03ea23fc464f8fc4b034901ad4e9a3e5837d	"2009-10-18 16:00:24 +0200"	1255874424	0	2	2	3
13b86631bffee07ccd9a25890c3fa625f5e65f71	"2009-10-19 18:22:42 +0200"	1255969362	2	1	2	0
3dd73456d85605d63bba81094690b2c17756c267	"2009-10-23 13:00:00 -0500"	1256320800	0	1	5	3
ae7ffb2a03dc6efe79d677847b945350113f5f80	"2009-10-24 07:28:07 -0500"	1256387287	0	2	2	2
01c6d2faa49d8eda98afc638b78eedf5c4c16433	"2009-10-24 10:55:44 -0500"	1256399744	0	0	1	0
3b9a139d10e40d6528fe2502697ef4d1a453b61a	"2009-10-24 22:47:11 +0200"	1256417231	0	0	0	0
835acc0ff61a95ab87ed8df02c3e314b8e38136b	"2009-10-25 21:56:13 +0100"	1256504173	0	0	0	0
